monsterident,datum,locatiecode,xcoormonster,ycoormonster,fewsparameter,fewsparameternaam,parametercode,grootheid,biotaxonnaam,twn_naam,wna_nederlandse_soortnaam,meetwaarde,eenheid,compartiment
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Phragmites australis,Phragmites australis,Riet,2.0,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Symphytum officinale,Symphytum officinale,Gewone smeerwortel,0.1,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Typha latifolia,Typha latifolia,Grote lisdodde,2.0,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Carex disticha,Carex disticha,Tweerijige zegge,0.1,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Carex riparia,Carex riparia,Oeverzegge,6.0,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Convolvulus sepium,Convolvulus sepium,Haagwinde,0.1,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Epilobium hirsutum,Epilobium hirsutum,Harig wilgenroosje,0.1,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Juncus articulatus,Juncus articulatus,Zomprus,0.1,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BEDKG_%,Plantenbedekking (%),EMSPTN,BEDKG,,,,10.0,%,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,SLIBDTE_m_LINKSMDPTJT,Slibdikte links t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.05,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,OEVBSIG_SOORT,Oeverbeschoeiing (uitgedrukt in waardebereik),OEVBSIG,SOORT,,,,14.0,DIMSLS,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,SLIBDTE_m_RECHTSMDPTJT,Slibdikte rechts t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.05,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,WATERBTE_m,Waterbreedte (m),WATERBTE,WATERBTE,,,,5.0,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,KWELIDCTE_SOORT,Kwelindicatie (uitgedrukt in waardebereik),KWELIDCTE,SOORT,,,,0.0,DIMSLS,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,SLIBDTE_m,Slibdikte (m),SLIBDTE,SLIBDTE,,,,0.05,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,BEMSRBTE_m,Monsterbreedte (m),BEMSRBTE,BEMSRBTE,,,,2.5,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,BEMSDOVZDE_SOORT,Bemonsterde oeverzijde (uitgedrukt in waardebereik),BEMSDOVZDE,SOORT,,,,1.0,DIMSLS,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,MONSLTE_m,Monsterlengte (m),MONSLTE,MONSLTE,,,,100.0,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.2,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,FOTO_n,Foto aantal,FOTO,AANTL,,,,1.0,DIMSLS,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,PTN_BREEDTE_m,Breedteplanten (m),EMSPTN,BREEDTE,,,,0.3,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.55,m,EZ
WP527157,2018-07-02 12:00:00,BKP114,117770,476710,TALBVWTR_graad,Talud bovenwater (graad),TALBVWTR,TALBVWTR,,,,70.0,graad,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),FLAB,BEDKG,,,,0.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Lemna gibba,Lemna gibba,Bultkroos,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Lemna trisulca,Lemna trisulca,Puntkroos,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Lemna turionifera,Lemna turionifera,Knopkroos,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Oenanthe aquatica,Oenanthe aquatica,Watertorkruid,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria hydropiper,Persicaria hydropiper,Waterpeper,1.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Potamogeton pusillus,Potamogeton pusillus,Tenger fonteinkruid,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Ranunculus sceleratus,Ranunculus sceleratus,Blaartrekkende boterbloem,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Sparganium erectum,Sparganium erectum,Grote egelskop,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Spirodela polyrhiza,Spirodela polyrhiza,Veelwortelig kroos,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Typha latifolia,Typha latifolia,Grote lisdodde,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Bidens cernua,Bidens cernua,Knikkend tandzaad,1.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Callitriche,Callitriche,,0.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Callitriche,Callitriche,,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Catabrosa aquatica,Catabrosa aquatica,Watergras,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Ceratophyllum demersum,Ceratophyllum demersum,Grof hoornblad,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Agrostis stolonifera,Agrostis stolonifera,Fioringras,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Alisma plantago-aquatica,Alisma plantago-aquatica,Grote waterweegbree,1.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Alopecurus geniculatus,Alopecurus geniculatus,Geknikte vossenstaart,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Elodea nuttallii,Elodea nuttallii,Smalle waterpest,1.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Glyceria fluitans,Glyceria fluitans,Mannagras,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Juncus articulatus,Juncus articulatus,Zomprus,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),EMSPTN,BEDKG,,,,1.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),KROOS,BEDKG,,,,0.1,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BEDKG_%,Plantenbedekking (%),PTN,BEDKG,,,,2.0,%,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,FOTO_n,Foto aantal,FOTO,AANTL,,,,1.0,DIMSLS,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,PTN_BREEDTE_m,Breedteplanten (m),EMSPTN,BREEDTE,,,,0.2,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,WATERBTE_m,Waterbreedte (m),WATERBTE,WATERBTE,,,,5.0,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,MONSLTE_m,Monsterlengte (m),MONSLTE,MONSLTE,,,,100.0,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,SLIBDTE_m,Slibdikte (m),SLIBDTE,SLIBDTE,,,,0.0,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,KWELIDCTE_SOORT,Kwelindicatie (uitgedrukt in waardebereik),KWELIDCTE,SOORT,,,,0.0,DIMSLS,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,TALBVWTR_graad,Talud bovenwater (graad),TALBVWTR,TALBVWTR,,,,15.0,graad,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.2,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,BEMSDOVZDE_SOORT,Bemonsterde oeverzijde (uitgedrukt in waardebereik),BEMSDOVZDE,SOORT,,,,1.0,DIMSLS,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,SLIBDTE_m_LINKSMDPTJT,Slibdikte links t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.0,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,OEVBSIG_SOORT,Oeverbeschoeiing (uitgedrukt in waardebereik),OEVBSIG,SOORT,,,,14.0,DIMSLS,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.2,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,SLIBDTE_m_RECHTSMDPTJT,Slibdikte rechts t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.0,m,EZ
WP527273,2018-07-09 00:00:00,BBO125,129389,476289,BEMSRBTE_m,Monsterbreedte (m),BEMSRBTE,BEMSRBTE,,,,2.5,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),FLAB,BEDKG,,,,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Lemna gibba,Lemna gibba,Bultkroos,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,0.0,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Phragmites australis,Phragmites australis,Riet,30.0,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Rumex obtusifolius,Rumex obtusifolius,Ridderzuring,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Sparganium erectum,Sparganium erectum,Grote egelskop,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Spirodela polyrhiza,Spirodela polyrhiza,Veelwortelig kroos,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Urtica dioica,Urtica dioica,Grote brandnetel,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Bolboschoenus maritimus,Bolboschoenus maritimus,Heen,50.0,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Butomus umbellatus,Butomus umbellatus,Zwanenbloem,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Agrostis stolonifera,Agrostis stolonifera,Fioringras,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Eleocharis palustris [1],Eleocharis palustris [1],Gewone waterbies,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Epilobium ciliatum,Epilobium ciliatum,Beklierde basterdwederik,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Epilobium hirsutum,Epilobium hirsutum,Harig wilgenroosje,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Juncus articulatus,Juncus articulatus,Zomprus,0.1,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),DRIJFBPTN,BEDKG,,,,0.0,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BEDKG_%,Plantenbedekking (%),EMSPTN,BEDKG,,,,80.0,%,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,SLIBDTE_m_RECHTSMDPTJT,Slibdikte rechts t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.0,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,MONSLTE_m,Monsterlengte (m),MONSLTE,MONSLTE,,,,100.0,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,KWELIDCTE_SOORT,Kwelindicatie (uitgedrukt in waardebereik),KWELIDCTE,SOORT,,,,2.0,DIMSLS,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,SLIBDTE_m,Slibdikte (m),SLIBDTE,SLIBDTE,,,,0.05,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,SLIBDTE_m_LINKSMDPTJT,Slibdikte links t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.0,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,PTN_BREEDTE_m,Breedteplanten (m),EMSPTN,BREEDTE,,,,0.5,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.05,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,TALBVWTR_graad,Talud bovenwater (graad),TALBVWTR,TALBVWTR,,,,45.0,graad,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,OEVBSIG_SOORT,Oeverbeschoeiing (uitgedrukt in waardebereik),OEVBSIG,SOORT,,,,14.0,DIMSLS,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,BEMSDOVZDE_SOORT,Bemonsterde oeverzijde (uitgedrukt in waardebereik),BEMSDOVZDE,SOORT,,,,1.0,DIMSLS,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.2,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,WATERBTE_m,Waterbreedte (m),WATERBTE,WATERBTE,,,,1.0,m,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,FOTO_n,Foto aantal,FOTO,AANTL,,,,1.0,DIMSLS,EZ
WP527407,2018-07-19 00:00:00,BKP205,117888,474341,BEMSRBTE_m,Monsterbreedte (m),BEMSRBTE,BEMSRBTE,,,,0.5,m,EZ
WP526963,2018-07-23 00:00:00,ZUB112,126262,477606,PTN_BEDKG_%,Plantenbedekking (%),FLAB,BEDKG,,,,1.0,%,OW
WP526963,2018-07-23 00:00:00,ZUB112,126262,477606,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Plantae,Plantae,,0.0,%,OW
WP526963,2018-07-23 00:00:00,ZUB112,126262,477606,PTN_BEDKG_%,Plantenbedekking (%),DRIJFBPTN,BEDKG,,,,0.0,%,OW
WP526963,2018-07-23 00:00:00,ZUB112,126262,477606,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.15,m,OW
WP526963,2018-07-23 00:00:00,ZUB112,126262,477606,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,1.8,m,OW
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),FLAB,BEDKG,,,,0.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Nuphar lutea,Nuphar lutea,Gele plomp,50.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Nuphar lutea,Nuphar lutea,Gele plomp,65.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,0.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Phragmites australis,Phragmites australis,Riet,20.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Rorippa amphibia,Rorippa amphibia,Gele waterkers,1.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Rumex hydrolapathum,Rumex hydrolapathum,Waterzuring,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Stachys palustris,Stachys palustris,Moerasandoorn,1.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Thalictrum flavum,Thalictrum flavum,Poelruit,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Urtica dioica,Urtica dioica,Grote brandnetel,1.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Convolvulus sepium,Convolvulus sepium,Haagwinde,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Epilobium hirsutum,Epilobium hirsutum,Harig wilgenroosje,2.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Eupatorium cannabinum,Eupatorium cannabinum,Koninginnekruid,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,Kikkerbeet,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Iris pseudacorus,Iris pseudacorus,Gele lis,0.1,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),DRIJFBPTN,BEDKG,,,,50.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),EMSPTN,BEDKG,,,,25.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BEDKG_%,Plantenbedekking (%),PTN,BEDKG,,,,90.0,%,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.6,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,SLIBDTE_m,Slibdikte (m),SLIBDTE,SLIBDTE,,,,0.3,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,OEVBSIG_SOORT,Oeverbeschoeiing (uitgedrukt in waardebereik),OEVBSIG,SOORT,,,,14.0,DIMSLS,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,SLIBDTE_m_RECHTSMDPTJT,Slibdikte rechts t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.1,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,BEMSDOVZDE_SOORT,Bemonsterde oeverzijde (uitgedrukt in waardebereik),BEMSDOVZDE,SOORT,,,,1.0,DIMSLS,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,KWELIDCTE_SOORT,Kwelindicatie (uitgedrukt in waardebereik),KWELIDCTE,SOORT,,,,0.0,DIMSLS,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,BEMSRBTE_m,Monsterbreedte (m),BEMSRBTE,BEMSRBTE,,,,5.0,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,MONSLTE_m,Monsterlengte (m),MONSLTE,MONSLTE,,,,100.0,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,PTN_BREEDTE_m,Breedteplanten (m),EMSPTN,BREEDTE,,,,2.0,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.6,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,WATERBTE_m,Waterbreedte (m),WATERBTE,WATERBTE,,,,17.5,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,TALBVWTR_graad,Talud bovenwater (graad),TALBVWTR,TALBVWTR,,,,20.0,graad,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,SLIBDTE_m_LINKSMDPTJT,Slibdikte links t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.4,m,EZ
WP527367,2018-07-31 00:00:00,RLA109,115913,488701,FOTO_n,Foto aantal,FOTO,AANTL,,,,1.0,DIMSLS,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),FLAB,BEDKG,,,,0.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Myosotis scorpioides ssp. scorpioides,Myosotis scorpioides ssp. scorpioides,Moerasvergeet-mij-nietje,1.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Nasturtium microphyllum,Nasturtium microphyllum,Slanke waterkers,1.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Oenanthe fistulosa,Oenanthe fistulosa,Pijptorkruid,0.1,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,0.1,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Persicaria amphibia,Persicaria amphibia,Veenwortel,0.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Agrostis stolonifera,Agrostis stolonifera,Fioringras,1.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Alopecurus geniculatus,Alopecurus geniculatus,Geknikte vossenstaart,0.1,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Glyceria fluitans,Glyceria fluitans,Mannagras,1.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),,BEDKG,Juncus articulatus,Juncus articulatus,Zomprus,0.1,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),DRIJFBPTN,BEDKG,,,,0.1,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,PTN_BEDKG_%,Plantenbedekking (%),EMSPTN,BEDKG,,,,5.0,%,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,BEMSRBTE_m,Monsterbreedte (m),BEMSRBTE,BEMSRBTE,,,,1.0,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,MONSLTE_m,Monsterlengte (m),MONSLTE,MONSLTE,,,,100.0,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,KWELIDCTE_SOORT,Kwelindicatie (uitgedrukt in waardebereik),KWELIDCTE,SOORT,,,,4.0,DIMSLS,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,FOTO_n,Foto aantal,FOTO,AANTL,,,,1.0,DIMSLS,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,WATERBTE_m,Waterbreedte (m),WATERBTE,WATERBTE,,,,2.0,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,SLIBDTE_m_RECHTSMDPTJT,Slibdikte rechts t.o.v. middelpunt vegetatieopname,SLIBDTE,SLIBDTE,,,,0.2,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,SLIBDTE_m,Slibdikte (m),SLIBDTE,SLIBDTE,,,,0.2,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,OEVBSIG_SOORT,Oeverbeschoeiing (uitgedrukt in waardebereik),OEVBSIG,SOORT,,,,14.0,DIMSLS,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,ZICHT_m,Doorzicht (m),ZICHT,ZICHT,,,,0.2,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,WATDTE_m,Waterdiepte (m),WATDTE,WATDTE,,,,0.2,m,EZ
WP557014,2019-06-03 00:00:00,PWH164,126998,475236,TALBVWTR_graad,Talud bovenwater (graad),TALBVWTR,TALBVWTR,,,,80.0,graad,EZ
